,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
4475,315001.0,3,1.75,1500,10230,1.0,2,7,1500,0.0,98058,47.4349,-122.168,1770,8374,0,47
4476,360000.0,3,2.0,1630,10723,1.0,5,7,1630,0.0,98059,47.4898,-122.133,1450,10723,0,56
4477,520000.0,3,2.0,1410,2700,2.0,4,7,1410,0.0,98122,47.6029,-122.302,1750,4000,0,113
4478,474000.0,3,1.0,1140,4560,1.0,4,6,770,0.0,98117,47.6889,-122.362,1340,3980,0,71
4484,306500.0,2,1.75,1310,10200,1.0,4,6,1310,0.0,98065,47.5231,-121.82,1500,7200,0,68
4485,716000.0,3,2.0,1420,3600,1.5,4,7,1420,0.0,98119,47.6367,-122.364,1250,3600,0,111
4486,950000.0,4,3.0,2980,44431,2.0,2,10,2640,0.0,98034,47.7154,-122.161,2010,7332,0,34
4488,564500.0,4,2.25,1950,6000,1.0,3,7,1350,0.0,98115,47.6909,-122.301,1980,6000,0,54
4489,393000.0,4,1.75,1790,11801,1.0,4,8,1790,0.0,98056,47.5172,-122.17,2000,12988,0,41
4490,425000.0,5,1.75,1400,5071,1.0,3,5,1400,0.0,98014,47.6499,-121.908,1200,7500,0,99
4492,327000.0,4,2.25,1620,106722,1.0,3,8,1200,0.0,98042,47.3394,-122.091,1620,38400,0,35
4496,525000.0,3,1.75,1520,7875,1.0,5,8,1520,0.0,98006,47.5569,-122.176,2150,9428,0,46
4497,330000.0,3,2.5,2410,17424,1.0,3,7,1630,0.0,98030,47.3741,-122.218,1530,11761,0,37
4498,618000.0,4,1.0,1260,4080,1.0,4,7,1260,0.0,98105,47.6644,-122.324,1340,4080,0,104
4499,295500.0,4,2.5,2830,7350,1.0,3,8,1690,0.0,98023,47.3088,-122.341,2350,7768,0,33
4500,567035.0,3,2.0,2064,46173,2.0,5,7,2064,0.0,98070,47.4469,-122.455,1640,21780,0,112
4501,518000.0,4,2.25,2640,34870,1.0,3,8,1770,0.0,98027,47.4688,-122.009,2500,35580,0,38
4502,303000.0,2,1.0,1020,9200,1.0,3,7,1020,0.0,98045,47.4461,-121.769,1520,9600,0,37
4504,413107.0,3,1.5,1420,7520,1.0,4,7,1420,0.0,98007,47.601000000000006,-122.134,2000,7520,0,59
4505,400000.0,3,1.0,1350,3090,1.5,5,6,1350,0.0,98103,47.682,-122.348,1350,3090,0,101
4506,535000.0,3,1.0,1290,6859,1.0,4,7,1290,0.0,98136,47.5317,-122.387,1560,6369,0,74
4507,555000.0,4,2.0,1680,2600,1.0,5,7,840,0.0,98107,47.6648,-122.363,1680,3340,0,100
4509,785200.0,3,2.25,1840,3500,1.5,5,8,1540,0.0,98122,47.6063,-122.292,1800,3300,0,105
4510,749000.0,4,2.0,2040,11850,1.0,3,7,1020,0.0,98033,47.6891,-122.208,2040,8504,0,56
4511,285000.0,3,1.5,1490,10367,1.0,3,7,1010,0.0,98146,47.4973,-122.347,1000,8254,0,58
4513,360000.0,3,2.0,1930,15540,1.0,3,8,1260,0.0,98155,47.7675,-122.307,1900,12123,0,57
4514,260000.0,3,1.0,1200,6615,1.0,4,7,1200,0.0,98106,47.5168,-122.351,1230,6615,0,61
4515,369000.0,3,2.0,1550,8509,1.0,3,7,1150,0.0,98106,47.5299,-122.344,1840,7620,0,56
4516,275000.0,4,2.5,2180,11132,1.0,4,8,1620,0.0,98023,47.3187,-122.367,1950,13801,0,37
4518,575000.0,2,1.75,1230,5418,1.0,3,8,990,0.0,98117,47.6839,-122.376,1330,5074,0,66
4519,1240000.0,3,1.5,1670,3852,2.0,4,8,1670,0.0,98119,47.6411,-122.371,2320,4572,0,87
4520,875000.0,2,2.5,2720,4913,1.0,4,8,1700,0.0,98199,47.6384,-122.404,2520,5303,0,79
4522,810000.0,3,1.5,1520,9041,1.0,4,7,1520,0.0,98004,47.6158,-122.213,3260,10020,0,61
4523,274000.0,3,1.75,1590,7620,1.0,4,7,1090,0.0,98038,47.3655,-122.048,1590,7620,0,31
4525,450000.0,4,1.5,1860,7808,1.0,3,7,1080,0.0,98125,47.7314,-122.3,1530,7884,0,62
4526,263400.0,4,2.0,1360,60548,1.0,3,6,960,0.0,98001,47.2718,-122.265,1930,28800,0,55
4527,265000.0,3,1.0,1360,5967,1.0,3,6,1360,0.0,98178,47.4973,-122.256,1360,6052,0,61
4528,418000.0,4,3.0,2360,6250,1.0,3,7,1460,0.0,98118,47.512,-122.249,2500,6250,0,55
4534,195000.0,2,1.0,720,18000,1.0,3,6,720,0.0,98178,47.5054,-122.261,1250,7925,0,65
4537,700000.0,3,1.75,1640,4590,1.5,5,7,1640,0.0,98115,47.6846,-122.294,1760,5100,0,64
4538,300000.0,4,1.0,1730,177657,1.5,3,5,1730,0.0,98065,47.5163,-121.829,1400,45175,0,67
4539,315000.0,2,1.0,1030,8576,1.5,5,6,1030,0.0,98155,47.7352,-122.295,1310,8504,0,63
4540,603000.0,3,1.0,1790,5250,1.0,3,7,1400,0.0,98105,47.6627,-122.276,1790,5250,0,72
4541,530000.0,2,1.0,840,3400,1.0,4,7,840,0.0,98119,47.6403,-122.372,2000,4000,0,91
4542,397500.0,3,1.75,1300,8480,1.0,3,7,1300,0.0,98052,47.6991,-122.13,1740,7280,0,46
4543,221000.0,3,1.0,1240,5250,1.5,4,6,1240,0.0,98055,47.4917,-122.206,1240,5250,0,111
4544,466000.0,4,2.25,2170,8050,1.0,3,7,1220,0.0,98072,47.7354,-122.174,1820,7700,0,39
4545,197500.0,3,1.0,1330,5412,2.0,5,7,1330,0.0,98022,47.2053,-121.993,1710,10825,0,110
4547,412000.0,2,1.5,1240,3873,1.0,4,6,860,0.0,98116,47.5752,-122.388,1240,4336,0,106
4548,454000.0,2,1.0,880,6731,1.0,4,7,880,0.0,98116,47.5694,-122.395,1240,6731,0,65
4551,900000.0,5,2.25,2510,35691,1.0,3,9,2510,0.0,98005,47.6435,-122.154,3160,35037,0,48
4552,245000.0,5,1.75,2020,7902,1.0,3,7,1220,0.0,98168,47.51,-122.327,2220,8819,0,53
4554,160000.0,2,1.0,930,7742,1.0,3,6,930,0.0,98168,47.507,-122.302,2240,8723,0,82
4555,1260000.0,2,1.5,2700,7225,1.5,3,8,1660,2008.0,98116,47.5892,-122.383,2970,5150,1,105
4556,325000.0,2,1.0,1060,6050,1.0,3,7,940,0.0,98125,47.7028,-122.321,1540,5279,0,76
4557,185000.0,2,1.0,670,6750,1.0,4,5,670,0.0,98188,47.4521,-122.283,1700,11520,0,68
4558,477000.0,3,2.0,1750,4990,1.0,3,7,950,0.0,98107,47.6667,-122.361,1700,5000,0,99
4560,345000.0,4,2.5,2420,11481,1.0,3,8,1370,0.0,98003,47.341,-122.318,2290,8985,0,30
4561,530000.0,4,2.25,2410,14985,1.0,4,7,1950,0.0,98166,47.4278,-122.343,2510,15256,0,50
4562,203000.0,3,1.0,1150,7156,1.0,4,6,1150,0.0,98168,47.4864,-122.317,1210,7156,0,62
4564,370000.0,4,1.0,1310,6000,1.5,3,7,1310,0.0,98144,47.5822,-122.295,1630,6000,0,75
4565,140000.0,3,1.0,1240,8000,1.0,4,6,1040,0.0,98198,47.4204,-122.316,1240,8000,0,61
4566,500000.0,3,1.0,1150,5100,2.0,3,8,1150,2005.0,98136,47.5349,-122.384,1440,5100,1,104
4567,527200.0,3,1.75,1460,4000,1.0,4,7,730,0.0,98144,47.5768,-122.307,1360,4000,0,86
4568,549900.0,5,2.75,3060,7015,1.0,5,8,1600,0.0,98146,47.5052,-122.372,2190,7600,0,36
4570,319000.0,2,1.0,960,4400,1.0,4,7,960,0.0,98118,47.5269,-122.264,1520,5000,0,64
4572,421000.0,3,2.5,1930,4505,1.0,4,7,1440,0.0,98198,47.3459,-122.326,1550,4505,0,42
4573,690000.0,3,1.0,1090,4000,1.5,4,7,1090,0.0,98117,47.6846,-122.386,1520,4000,0,70
4574,640000.0,3,2.5,2790,31798,1.0,5,8,1650,0.0,98027,47.5241,-122.039,1400,14849,0,62
4575,238000.0,4,1.75,1650,6900,1.0,3,7,910,1993.0,98002,47.2802,-122.211,1540,7645,1,37
4579,259950.0,4,1.75,1400,7920,1.0,3,7,1400,0.0,98058,47.4658,-122.184,1910,7700,0,52
4580,456000.0,3,1.5,1440,28516,1.0,4,7,1440,0.0,98075,47.5829,-122.005,2080,27049,0,40
4582,363750.0,3,1.75,1726,197326,2.0,4,7,1726,0.0,98070,47.3484,-122.505,2114,99316,0,33
4586,345000.0,3,1.0,1120,10176,1.0,3,6,920,0.0,98118,47.5235,-122.277,1350,7500,0,110
4588,851000.0,5,3.25,3760,9792,2.0,3,9,2550,0.0,98006,47.5654,-122.115,2960,16500,0,31
4591,390000.0,3,1.75,1260,6500,1.0,4,7,1260,0.0,98008,47.6224,-122.116,1500,7700,0,49
4592,345000.0,3,1.75,1540,6909,1.0,4,7,920,0.0,98155,47.7451,-122.313,1130,6908,0,60
4594,643500.0,6,5.25,3600,3960,2.0,3,7,2400,0.0,98126,47.5656,-122.372,1450,4600,0,44
4595,1210000.0,3,2.75,3150,5520,1.5,4,8,2130,0.0,98112,47.6345,-122.302,3160,6200,0,90
4596,495000.0,2,1.75,1280,4000,1.0,4,7,730,0.0,98116,47.5798,-122.383,2250,5382,0,86
4597,535000.0,2,1.0,980,4120,1.0,3,7,830,2014.0,98115,47.6815,-122.291,1760,4120,1,65
4603,263000.0,3,1.0,1250,7560,1.0,3,6,1250,0.0,98058,47.4493,-122.173,1270,7615,0,56
4607,181000.0,2,1.5,1560,10807,1.0,2,7,1560,0.0,98070,47.4444,-122.509,1660,196591,0,66
4608,240000.0,3,1.0,1030,15264,1.0,4,7,1030,0.0,98056,47.5016,-122.168,1430,14840,0,53
4609,880000.0,4,2.75,2560,7961,1.0,4,8,1450,0.0,98033,47.6499,-122.199,2500,9009,0,40
4613,405000.0,3,1.75,1900,10454,1.0,3,7,1390,0.0,98155,47.7748,-122.291,2000,12000,0,37
4614,291700.0,3,2.5,1970,4120,1.5,3,6,1230,0.0,98106,47.5328,-122.346,1470,4080,0,88
4617,800000.0,4,2.5,2680,7200,1.0,3,8,1380,2013.0,98033,47.6835,-122.187,1950,8520,1,63
4618,626500.0,3,1.75,1610,3210,1.0,5,7,910,0.0,98103,47.6656,-122.335,1420,3210,0,87
4624,710000.0,4,2.75,2090,8064,2.0,5,7,2090,0.0,98033,47.6829,-122.195,1460,8400,0,48
4626,369900.0,4,2.5,2820,33750,2.0,4,9,2820,0.0,98072,47.7387,-122.096,2510,36180,0,31
4628,403000.0,3,1.0,1400,6879,1.0,3,7,1400,0.0,98155,47.7508,-122.286,1950,7400,0,64
4630,865000.0,4,2.5,2260,13600,1.0,4,8,1770,0.0,98040,47.5436,-122.233,2630,13995,0,41
4635,360000.0,6,2.75,2850,15240,1.0,3,7,1850,0.0,98106,47.5288,-122.345,2090,7620,0,53
4636,208000.0,2,1.0,700,5100,1.0,4,5,700,0.0,98056,47.4957,-122.168,970,5811,0,62
4639,652500.0,4,1.75,3130,18253,2.0,3,7,3130,0.0,98133,47.7402,-122.348,1850,12220,0,37
4641,280000.0,3,1.0,1020,8400,1.0,4,7,1020,0.0,98056,47.4905,-122.18,1690,8030,0,58
4642,289950.0,3,2.5,1760,8584,1.5,5,7,1760,0.0,98148,47.4612,-122.325,2160,8584,0,78
4643,397500.0,3,2.5,1860,44093,1.0,3,7,1860,0.0,98055,47.4381,-122.188,1900,6130,0,37
4644,380000.0,2,1.0,1140,75132,1.0,3,7,1140,0.0,98077,47.7349,-122.074,2570,35200,0,59
4648,238000.0,3,1.0,1470,32670,1.0,3,7,1020,0.0,98042,47.3811,-122.144,2640,24100,0,57
4649,296000.0,4,1.5,1370,9750,1.0,3,7,1070,0.0,98168,47.4718,-122.323,1540,9789,0,62
4650,475000.0,6,3.0,3470,117612,1.5,3,7,3470,0.0,98028,47.7663,-122.234,2120,17100,0,91
4651,390000.0,3,2.25,1650,6250,1.5,3,7,1650,0.0,98116,47.5639,-122.4,2060,6250,0,105
4652,425000.0,3,1.0,1180,3750,1.0,3,6,1030,0.0,98116,47.5726,-122.382,1280,3750,0,75
4653,725000.0,6,3.0,3110,5000,1.5,5,7,1810,0.0,98103,47.6631,-122.348,1600,4000,0,94
4654,605000.0,3,2.25,2080,12134,1.0,4,8,1530,0.0,98052,47.6315,-122.102,2320,12400,0,42
4655,302000.0,3,1.0,1600,1950,2.0,2,7,1600,0.0,98122,47.6028,-122.312,1310,1138,0,109
4656,886000.0,3,2.25,2380,6000,2.0,5,9,1650,0.0,98199,47.6472,-122.393,2000,6000,0,84
4657,540000.0,4,1.75,1630,6120,1.0,5,7,980,0.0,98115,47.6821,-122.31,1630,4080,0,97
4658,435000.0,4,2.25,1910,8400,2.0,3,7,1910,0.0,98072,47.7352,-122.175,1910,8400,0,40
4660,405000.0,3,1.0,1250,7280,1.0,3,7,1250,0.0,98052,47.6986,-122.129,1690,7280,0,40
4669,1040000.0,4,3.25,3450,11240,2.0,4,10,2430,2001.0,98166,47.4556,-122.372,2412,19499,1,55
4671,758000.0,4,2.75,2410,9549,1.0,4,7,1780,0.0,98033,47.6503,-122.197,2090,9549,0,59
4672,949880.0,4,2.25,2290,10687,2.0,3,9,2290,0.0,98004,47.5878,-122.202,2290,10300,0,37
4673,570000.0,3,1.0,1030,4089,1.5,3,7,1030,0.0,98116,47.574,-122.385,1440,4917,0,88
4676,1130000.0,4,1.75,2370,8400,1.0,5,9,1270,0.0,98105,47.6716,-122.264,2370,8400,0,66
4677,650000.0,4,2.0,1930,3976,1.5,4,8,1930,0.0,98122,47.6117,-122.297,1470,4080,0,101
4678,690000.0,2,1.75,1600,4000,1.0,5,7,850,0.0,98112,47.6408,-122.3,1860,4000,0,97
4680,413500.0,2,1.0,770,4000,1.0,5,5,770,0.0,98117,47.6959,-122.364,1420,5040,0,91
4681,765000.0,3,2.5,2300,9752,2.0,3,8,2300,2003.0,98075,47.5825,-122.076,2640,10764,1,47
4683,205000.0,2,1.0,900,4397,1.0,3,6,900,0.0,98055,47.4851,-122.205,1430,4500,0,97
4688,375000.0,3,1.75,1590,14766,1.0,3,8,1590,0.0,98007,47.5902,-122.147,2040,10190,0,52
4691,646000.0,5,2.75,2870,4461,1.0,3,7,1650,0.0,98107,47.675,-122.39,1890,4196,0,39
4694,354000.0,2,1.0,850,5225,1.0,3,7,850,0.0,98126,47.5311,-122.38,1230,5225,0,66
4696,670000.0,4,2.0,2250,4200,1.5,3,7,1650,0.0,98122,47.6136,-122.297,1200,3360,0,106
4697,1130000.0,6,4.25,3100,9378,3.0,3,11,3100,0.0,98112,47.6381,-122.314,3270,6334,0,37
4698,267500.0,2,1.0,1747,12250,2.5,4,6,1747,0.0,98001,47.3282,-122.285,1620,10300,0,67
4700,430000.0,4,1.75,2070,9120,1.0,4,7,1250,0.0,98008,47.6045,-122.123,1650,8400,0,57
4701,775000.0,5,1.0,1860,3040,1.5,3,7,1530,0.0,98103,47.6559,-122.339,1910,3600,0,94
4702,333000.0,3,1.0,950,5214,1.0,3,7,830,0.0,98126,47.5362,-122.379,1490,7636,0,71
4707,572500.0,3,1.0,1590,4600,1.5,4,7,1290,0.0,98117,47.6807,-122.399,1770,4350,0,89
4708,600000.0,3,1.75,1650,5100,1.0,5,7,1040,0.0,98115,47.6873,-122.321,1540,5100,0,107
4710,827500.0,3,2.5,1810,7200,1.0,5,7,1310,0.0,98033,47.6885,-122.211,2050,7200,0,55
4712,415000.0,3,2.5,1280,5040,2.0,4,7,1280,0.0,98118,47.5611,-122.276,1500,5040,0,30
4713,750000.0,7,2.75,3410,4056,1.5,4,8,2130,0.0,98102,47.6454,-122.316,2510,4056,0,109
4714,800000.0,3,2.75,2220,4000,2.0,3,8,1700,2000.0,98122,47.617,-122.291,1800,4000,1,101
4715,420000.0,3,1.0,1060,6000,1.0,3,8,1060,0.0,98118,47.5427,-122.275,1240,7874,0,61
4716,266000.0,3,1.5,1120,8250,1.0,4,7,1120,0.0,98056,47.4905,-122.179,1320,8400,0,58
4718,440000.0,4,1.5,1770,5750,2.0,3,7,1770,0.0,98116,47.5621,-122.394,970,5750,0,68
4719,495000.0,3,2.0,2950,12196,2.0,4,7,2310,0.0,98166,47.4702,-122.365,2320,19844,0,97
4721,424000.0,3,1.75,1430,6818,1.0,5,7,1430,0.0,98034,47.7271,-122.196,1480,7210,0,43
4724,248500.0,4,1.75,1720,10018,1.0,5,7,1720,0.0,98042,47.3614,-122.119,1220,10018,0,55
4725,379600.0,3,1.75,1270,12420,1.0,4,7,1270,0.0,98056,47.5387,-122.179,1560,9910,0,53
4726,538000.0,4,2.5,3260,10032,1.0,3,8,1960,0.0,98125,47.7203,-122.323,1802,7249,0,37
4728,545000.0,4,2.25,2050,9720,2.0,3,8,2050,0.0,98008,47.5911,-122.119,2310,9680,0,48
4729,925000.0,4,3.0,3580,35261,1.5,3,10,3580,0.0,98072,47.7577,-122.134,3540,36750,0,30
4730,565000.0,4,2.75,1960,48787,1.5,4,9,1960,0.0,98072,47.7484,-122.111,1970,36425,0,32
4731,405100.0,2,1.0,840,3522,1.0,3,6,840,0.0,98199,47.6575,-122.395,1390,4800,0,68
4734,233500.0,3,2.25,1650,2958,2.0,3,7,1650,0.0,98031,47.3916,-122.167,1510,3788,0,30
4736,190000.0,3,1.0,1180,8775,1.0,3,7,1180,0.0,98002,47.2848,-122.223,1300,8100,0,49
4737,666000.0,3,2.25,2780,31510,2.0,3,8,2780,0.0,98053,47.67,-122.024,2890,36400,0,36
4738,330000.0,2,1.0,950,3090,1.0,4,6,950,0.0,98118,47.551,-122.276,1230,4120,0,106
4739,1490000.0,5,3.5,3620,7821,2.0,3,10,2790,2010.0,98040,47.5738,-122.215,2690,9757,1,57
4742,260000.0,2,1.0,750,6720,1.0,3,6,750,0.0,98108,47.552,-122.31,920,6720,0,99
4744,921000.0,3,2.25,2380,11200,1.0,4,8,2380,0.0,98004,47.5873,-122.193,2010,11200,0,52
4745,319000.0,2,1.0,750,6380,1.0,3,7,750,0.0,98125,47.7033,-122.308,1690,6495,0,66
4748,219000.0,3,1.5,1740,5200,1.0,4,7,1060,0.0,98042,47.3657,-122.094,1540,5200,0,38
4750,405000.0,3,1.75,1980,8100,1.0,4,7,1310,0.0,98133,47.7353,-122.331,1450,8212,0,66
4752,934550.0,4,3.25,2320,5900,1.5,4,9,2320,0.0,98144,47.597,-122.292,2320,6240,0,105
4753,1470000.0,3,1.5,2480,9900,2.0,3,10,2130,0.0,98177,47.7018,-122.381,2860,9288,0,75
4754,975000.0,4,2.25,2290,5350,2.0,4,9,2120,0.0,98199,47.6428,-122.411,2910,5350,0,57
4757,624000.0,4,3.0,1540,4140,1.5,5,7,1540,0.0,98107,47.6728,-122.396,1460,5000,0,113
4758,1850000.0,5,2.25,2800,8442,2.0,3,9,2800,2001.0,98075,47.5784,-122.076,3220,9156,1,52
4759,310000.0,3,1.0,1050,9876,1.0,3,7,1050,0.0,98028,47.7635,-122.262,1760,9403,0,62
4760,315000.0,3,1.75,1480,6800,1.0,4,7,1480,0.0,98055,47.4633,-122.188,1500,7900,0,47
4761,675000.0,3,2.0,1010,5973,1.0,5,6,1010,0.0,98033,47.6652,-122.202,1920,6015,0,73
4763,600000.0,5,2.25,2760,6350,1.0,3,7,1380,0.0,98126,47.5561,-122.379,2060,6342,0,57
4764,154000.0,2,1.0,1040,20524,1.0,3,6,1040,1989.0,98014,47.6981,-121.875,1880,38996,1,66
4765,480000.0,4,1.75,2220,6500,2.0,4,8,2220,0.0,98166,47.4519,-122.375,2430,11600,0,51
4766,196900.0,3,1.0,1270,7500,1.0,3,6,1270,0.0,98198,47.4214,-122.316,1250,8000,0,61
4771,248500.0,3,1.75,2090,12026,1.0,4,7,2090,0.0,98002,47.3095,-122.217,1700,9496,0,67
4775,660000.0,5,2.25,3740,14913,1.5,4,9,3740,0.0,98074,47.6234,-122.059,2180,7600,0,36
4776,310000.0,3,1.75,1140,8263,1.0,5,7,1140,0.0,98155,47.7407,-122.327,1140,6770,0,65
4778,260000.0,5,2.5,2580,11250,1.0,3,7,1410,0.0,98198,47.397,-122.313,2240,11780,0,51
4779,745000.0,3,2.0,2290,5001,1.0,4,7,1490,0.0,98103,47.6909,-122.339,1230,5001,0,55
4780,470000.0,4,2.5,2320,12042,1.0,4,7,1320,0.0,98072,47.76300000000001,-122.16,2160,7054,0,40
4782,220000.0,4,2.0,1400,7140,1.0,3,7,1400,0.0,98155,47.7719,-122.309,1610,10500,0,46
4784,716100.0,3,1.0,1640,4000,1.5,5,7,1640,0.0,98103,47.6563,-122.351,2140,4000,0,106
4785,371000.0,4,1.0,1960,94525,1.5,3,6,1960,0.0,98027,47.5418,-121.962,2430,188564,0,36
4788,720000.0,4,2.0,1760,4500,1.5,5,7,1760,0.0,98103,47.6711,-122.331,1740,4220,0,109
4789,616000.0,3,3.25,2130,2306,2.0,5,7,1420,0.0,98136,47.5424,-122.391,1560,4500,0,91
4791,538000.0,3,1.75,1400,3825,1.5,4,6,1100,0.0,98117,47.6793,-122.393,1720,5100,0,111
4792,605000.0,3,2.75,3230,9576,1.5,4,8,3230,0.0,98034,47.7307,-122.183,2820,9576,0,49
4793,369950.0,3,1.0,1110,7603,1.0,3,7,1110,0.0,98034,47.7262,-122.224,1260,8094,0,48
4795,227500.0,3,1.0,1540,9450,1.0,4,7,1540,0.0,98198,47.3612,-122.315,1210,9450,0,55
4796,274000.0,4,2.25,2090,7400,1.0,3,9,1670,0.0,98023,47.3178,-122.38,2260,8000,0,42
4798,354800.0,3,2.0,1370,78408,1.0,5,7,1370,0.0,98042,47.3867,-122.081,1620,9690,0,51
4799,650000.0,4,2.25,1910,5120,1.0,3,8,1300,0.0,98199,47.6534,-122.409,1810,5153,0,61
4801,224975.0,3,1.0,960,12745,1.0,4,6,960,0.0,98038,47.3617,-122.03,1160,10488,0,38
4803,437500.0,3,2.25,1790,7700,1.0,4,7,1340,0.0,98034,47.7205,-122.168,1610,7350,0,39
4805,225000.0,5,1.5,1790,11656,2.0,3,7,1790,0.0,98198,47.3961,-122.308,2040,9790,0,52
4806,255000.0,2,1.0,940,9330,1.0,3,6,940,0.0,98118,47.5445,-122.273,1900,6145,0,74
4808,370000.0,2,1.0,900,4600,1.0,3,6,900,0.0,98117,47.6918,-122.361,1060,4600,0,64
4809,675000.0,4,1.75,1900,8800,1.0,3,8,1140,0.0,98033,47.6579,-122.197,2280,8800,0,40
4810,285000.0,3,1.0,1440,4268,1.0,3,7,1040,0.0,98108,47.5468,-122.293,1370,4268,0,62
4811,310000.0,3,1.75,2070,37904,1.0,4,7,1420,0.0,98058,47.425,-122.186,2011,19110,0,42
4812,475000.0,4,2.5,2240,7245,1.0,4,7,1140,0.0,98034,47.7161,-122.17,1740,7350,0,43
4814,895000.0,4,2.25,1950,5950,1.0,3,8,1330,0.0,98109,47.639,-122.347,2600,5593,0,68
4815,375000.0,3,1.5,1240,7733,1.0,3,6,790,0.0,98125,47.714,-122.283,1130,7733,0,74
4817,650500.0,3,1.75,1740,4400,1.5,3,8,1740,0.0,98122,47.6115,-122.292,1740,4400,0,112
4818,760000.0,3,1.75,1410,15120,1.0,4,7,1410,0.0,98004,47.5974,-122.195,1880,15120,0,65
4821,415000.0,3,1.75,1960,5000,1.0,5,6,980,0.0,98108,47.5576,-122.317,1790,5000,0,104
4822,195000.0,3,1.75,1070,6110,1.0,4,7,1070,0.0,98002,47.3249,-122.207,1350,6148,0,47
4823,318000.0,5,2.5,2820,9956,1.0,4,7,1410,0.0,98168,47.4715,-122.33,2700,9956,0,48
4825,339950.0,2,1.0,800,3090,1.0,4,6,800,0.0,98118,47.5518,-122.277,1400,3090,0,90
4828,285000.0,1,1.5,810,3211,2.0,4,7,810,0.0,98033,47.6939,-122.184,1320,3298,0,33
4829,550000.0,3,1.0,1600,5000,1.5,3,7,1110,0.0,98107,47.655,-122.358,1380,5000,0,68
4830,430000.0,4,1.0,1350,9000,1.5,4,7,1350,0.0,98103,47.6953,-122.332,1940,8000,0,51
4831,219000.0,3,1.0,970,7790,1.0,3,6,970,0.0,98003,47.3165,-122.325,1150,8160,0,48
4834,248000.0,3,1.75,1840,19501,1.0,4,8,1270,0.0,98003,47.3364,-122.318,1910,12000,0,43
4835,454000.0,5,2.25,2550,9200,1.0,4,8,1580,0.0,98166,47.4673,-122.363,2090,9200,0,40
4836,950000.0,4,2.5,1700,4418,2.0,3,8,1700,2000.0,98112,47.6434,-122.3,2090,4174,1,84
4837,359000.0,3,2.5,2430,7857,2.0,5,8,1730,0.0,98055,47.4546,-122.211,2160,8740,0,35
4838,407500.0,5,2.0,2740,8230,1.5,3,7,2210,0.0,98155,47.7352,-122.297,2130,8232,0,53
4839,224000.0,3,1.5,1560,7300,1.0,4,7,1040,0.0,98001,47.3427,-122.281,1460,7910,0,51
4841,261000.0,4,1.75,1820,9824,1.0,5,7,1820,0.0,98042,47.3833,-122.093,1410,11013,0,47
4845,375000.0,3,1.5,1370,9720,2.0,3,7,1370,0.0,98034,47.7302,-122.197,1510,8775,0,47
4848,199950.0,3,1.75,1550,6225,1.0,4,7,1550,0.0,98002,47.3098,-122.218,1760,9496,0,66
4849,840000.0,4,2.25,2100,3671,1.5,3,8,1750,0.0,98112,47.6359,-122.3,1800,4560,0,86
4852,147500.0,3,1.5,1230,10125,1.0,3,7,1230,0.0,98198,47.397,-122.299,1970,10125,0,55
4853,320000.0,4,2.5,2190,7125,2.0,5,8,2190,0.0,98032,47.3709,-122.285,2190,8075,0,37
4854,382500.0,3,1.75,1040,9000,1.0,4,7,1040,0.0,98027,47.5253,-122.043,1750,10878,0,48
4856,596000.0,4,2.25,2270,10000,1.0,5,8,1720,0.0,98006,47.5599,-122.142,2270,10148,0,41
4857,220000.0,4,2.25,1950,7280,2.0,4,8,1950,0.0,98023,47.2957,-122.37,1910,7280,0,36
4860,175000.0,2,1.0,1160,6911,1.0,3,7,1160,0.0,98125,47.7149,-122.318,1120,6948,0,68
4861,268000.0,3,1.75,1370,10050,1.0,4,7,1370,0.0,98023,47.3338,-122.341,1720,10050,0,49
4863,600000.0,7,2.25,3170,36384,2.0,3,8,3170,0.0,98027,47.4654,-122.003,2460,38370,0,46
4865,475000.0,2,1.75,1490,224334,1.0,3,8,1490,0.0,98092,47.2645,-122.163,2350,213879,0,32
4866,700000.0,3,1.5,1460,78408,1.0,4,7,1460,0.0,98075,47.59,-122.058,3320,7787,0,52
4868,369500.0,3,1.75,1300,20700,1.0,3,7,1300,0.0,98024,47.5587,-121.904,1930,37638,0,53
4870,593450.0,4,2.25,2130,7172,2.0,4,8,2130,0.0,98008,47.6271,-122.112,1910,7653,0,51
4872,849000.0,5,3.25,2450,6534,2.0,3,8,1770,2014.0,98115,47.688,-122.281,1620,6534,1,64
4873,1150000.0,4,2.5,1940,4875,2.0,4,9,1940,0.0,98112,47.6427,-122.304,1790,4875,0,90
4876,285000.0,4,2.25,1960,10400,1.0,4,8,1220,0.0,98023,47.3199,-122.392,1650,8660,0,30
4878,261000.0,4,1.0,1390,17739,1.0,3,7,1390,0.0,98003,47.3457,-122.302,1230,7840,0,57
4879,330000.0,4,1.75,2440,7350,1.0,3,8,1610,0.0,98032,47.3743,-122.285,2180,7680,0,37
4880,250000.0,4,2.0,1850,7560,1.0,4,7,1540,0.0,98032,47.3666,-122.277,1620,7658,0,37
4883,275000.0,3,2.0,1910,8050,1.0,4,7,1000,0.0,98030,47.37,-122.17,1780,7344,0,35
4884,325000.0,4,2.25,2460,7620,1.0,3,7,1230,0.0,98106,47.5285,-122.345,2090,7620,0,46
4885,255000.0,1,1.0,810,5000,1.0,3,7,590,0.0,98106,47.5696,-122.36,1920,5000,0,79
