,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age,basement
7087,221000.0,3,2.25,1640,7350,1.0,7,1140,0.0,98003,47.2625,-122.3,1480,8041,0,31,1.0
6102,361500.0,2,1.0,840,3860,1.0,6,840,0.0,98117,47.6842,-122.365,1390,3860,0,106,0.0
10978,425000.0,4,2.25,2660,11200,2.0,8,2660,0.0,98059,47.4722,-122.131,2090,11120,0,43,0.0
15941,850000.0,2,1.5,2210,5000,1.0,8,1530,0.0,98122,47.6122,-122.288,2700,5000,0,64,1.0
15955,317000.0,3,1.0,1160,8813,1.0,7,1160,0.0,98125,47.7257,-122.329,1200,7615,0,63,0.0
6470,775000.0,4,1.75,2090,5050,1.0,7,1090,0.0,98117,47.6802,-122.358,1760,5000,0,99,1.0
5606,318000.0,3,1.0,1010,7200,1.0,6,1010,0.0,98155,47.7601,-122.307,1590,7663,0,67,0.0
13049,380000.0,3,1.0,1020,4800,1.0,7,1020,0.0,98118,47.5615,-122.272,1400,5465,0,71,0.0
12918,430000.0,3,2.0,1910,5040,1.5,8,1910,0.0,98074,47.6312,-122.061,1980,4275,0,44,0.0
10533,850000.0,4,1.75,2350,11914,1.0,8,2350,0.0,98040,47.5392,-122.228,2240,10706,0,54,0.0
18695,280000.0,3,2.25,1700,7210,1.0,7,1250,0.0,98003,47.3546,-122.318,2070,7300,0,41,1.0
5307,375000.0,3,1.0,1960,7955,1.0,7,1260,0.0,98177,47.7641,-122.364,1850,8219,0,52,1.0
16483,450000.0,3,1.75,1720,6960,1.0,7,1140,0.0,98052,47.6972,-122.129,1720,7280,0,37,1.0
15449,235000.0,3,2.0,1090,8400,1.0,6,1090,0.0,98168,47.4942,-122.322,1100,10850,0,54,0.0
14412,465000.0,3,1.0,800,3060,1.5,6,800,0.0,98117,47.6769,-122.389,1180,3060,0,112,0.0
9585,220000.0,4,2.0,1620,5200,1.5,7,1620,0.0,98042,47.3629,-122.091,1500,5200,0,37,0.0
3525,865000.0,5,3.0,2830,8854,1.0,8,1500,0.0,98040,47.5743,-122.209,2260,8604,0,36,1.0
5672,329000.0,3,1.0,900,9600,1.0,7,900,0.0,98072,47.7423,-122.173,1220,8240,0,45,0.0
6562,535000.0,4,2.5,2240,6920,1.0,8,1380,0.0,98146,47.5011,-122.375,1540,7000,0,41,1.0
11791,510000.0,3,2.0,1410,11995,1.0,8,1410,0.0,98006,47.5718,-122.127,2690,12650,0,50,0.0
5508,575000.0,2,1.5,1750,19709,1.5,8,1440,0.0,98010,47.3351,-122.044,1950,21075,0,37,1.0
2104,280000.0,3,1.0,1400,13975,1.0,6,1400,0.0,98198,47.4195,-122.33,1260,7500,0,59,0.0
19305,746000.0,3,1.75,1910,12321,1.0,7,1100,0.0,98004,47.5995,-122.198,1910,11761,0,63,1.0
11778,205000.0,3,1.5,1120,8366,1.0,7,1120,0.0,98042,47.3632,-122.11,1260,9000,0,47,0.0
2134,1740000.0,4,2.25,3040,5000,2.0,9,2080,0.0,98105,47.6565,-122.278,2870,5000,0,89,1.0
267,415000.0,2,1.0,1070,4500,1.0,7,1070,0.0,98115,47.6802,-122.29,1320,4465,0,78,0.0
4931,440000.0,4,1.5,1690,3245,1.5,8,1690,0.0,98126,47.5445,-122.375,1380,1590,0,86,0.0
9031,265950.0,3,1.5,1150,8450,1.0,6,1150,0.0,98178,47.4927,-122.224,1160,6800,0,64,0.0
6156,455000.0,4,2.25,2450,21000,1.0,8,1650,0.0,98166,47.4559,-122.344,1820,12480,0,61,1.0
9485,402000.0,4,2.25,2000,3672,2.0,7,1650,0.0,98117,47.6769,-122.383,2000,5100,0,89,1.0
17970,351000.0,1,0.75,930,6600,1.0,6,930,0.0,98125,47.7127,-122.296,1590,6600,0,91,0.0
9901,240000.0,5,1.75,2460,16000,1.0,7,1230,0.0,98023,47.3305,-122.351,1990,16000,0,58,1.0
11076,195000.0,3,1.5,1430,5200,1.0,7,1030,0.0,98042,47.3644,-122.094,1190,5200,0,38,1.0
11114,251750.0,3,2.0,1320,7200,1.0,7,1320,0.0,98031,47.3947,-122.174,1540,7200,0,40,0.0
16864,469000.0,5,2.5,2690,11745,1.0,8,1790,0.0,98177,47.7708,-122.362,2670,7905,0,55,1.0
14331,234000.0,4,2.0,1630,9010,1.0,7,1050,0.0,98092,47.317,-122.196,1670,7820,0,40,1.0
18668,570000.0,3,1.75,1210,7350,1.0,7,1210,0.0,98033,47.7,-122.172,1610,7313,0,38,0.0
17789,705000.0,3,2.0,1460,6250,1.5,7,1460,0.0,98103,47.6693,-122.333,1690,4750,0,103,0.0
1505,355000.0,4,2.5,2770,7000,1.0,7,1940,0.0,98001,47.3396,-122.256,2140,7684,0,36,1.0
7776,338000.0,2,1.0,690,6400,1.0,6,690,0.0,98126,47.5287,-122.367,1000,6400,0,72,0.0
7119,499950.0,3,1.5,1350,9315,1.0,7,1350,0.0,98052,47.6587,-122.124,1840,9920,0,47,0.0
8998,350000.0,3,1.75,1320,10500,1.0,7,1320,0.0,98034,47.7267,-122.226,1310,10500,0,49,0.0
14919,495500.0,3,1.75,2130,6360,1.0,7,1720,0.0,98125,47.7059,-122.301,1540,6361,0,56,1.0
15671,265000.0,3,1.0,1010,14948,1.0,6,1010,0.0,98059,47.4772,-122.144,1510,9600,0,46,0.0
2879,149900.0,2,1.75,1090,1950,1.0,8,1090,0.0,98198,47.3782,-122.319,1360,3426,0,33,0.0
5891,360000.0,3,1.75,1900,11407,1.0,8,1900,0.0,98155,47.7455,-122.294,1710,11407,0,52,0.0
16647,237000.0,3,1.5,1800,9216,1.0,7,1800,0.0,98001,47.2739,-122.249,1400,10022,0,65,0.0
15932,276000.0,4,2.5,2068,7242,2.0,7,2068,0.0,98001,47.3318,-122.281,1560,7524,0,39,0.0
16128,445000.0,3,2.25,1860,7200,1.0,7,1240,0.0,98034,47.7332,-122.192,1560,7630,0,38,1.0
13239,553000.0,3,1.0,1380,6250,1.0,7,1380,0.0,98136,47.5514,-122.385,2270,6250,0,97,0.0
16180,416000.0,3,1.0,1110,12150,1.0,7,1110,0.0,98008,47.6034,-122.122,1490,8200,0,58,0.0
4551,900000.0,5,2.25,2510,35691,1.0,9,2510,0.0,98005,47.6435,-122.154,3160,35037,0,48,0.0
14552,320000.0,2,1.0,850,8400,1.0,6,850,0.0,98166,47.4696,-122.359,1280,8400,0,74,0.0
2268,287500.0,3,2.0,1760,7147,1.0,6,880,0.0,98055,47.4799,-122.232,1720,7147,0,79,1.0
9805,225000.0,3,1.0,1120,10665,1.0,6,1120,0.0,98001,47.2886,-122.274,1240,10639,0,54,0.0
15051,285000.0,3,1.75,1630,4000,1.0,7,1100,0.0,98106,47.5351,-122.353,1300,4000,0,47,1.0
10156,775000.0,3,1.0,1460,6198,1.5,7,1460,0.0,98107,47.6626,-122.361,2280,5160,0,99,0.0
0,221900.0,3,1.0,1180,5650,1.0,7,1180,0.0,98178,47.5112,-122.257,1340,5650,0,60,0.0
5117,210000.0,4,1.5,1920,10403,1.0,7,1370,0.0,98023,47.2987,-122.366,1550,9619,0,56,1.0
1066,250000.0,3,1.0,1190,6250,1.0,7,990,0.0,98108,47.5658,-122.292,1760,6434,0,61,1.0
14991,625000.0,4,2.25,1920,8259,2.0,8,1920,0.0,98027,47.5616,-122.088,2030,8910,0,36,0.0
693,410000.0,2,1.0,800,4342,1.0,6,670,0.0,98115,47.6997,-122.316,1210,4343,0,88,1.0
3763,84000.0,2,1.0,700,20130,1.0,6,700,0.0,98168,47.4752,-122.271,1490,18630,0,66,0.0
5886,483500.0,3,2.0,1200,2016,1.0,7,600,0.0,98116,47.5811,-122.404,1730,4520,0,84,1.0
5095,267000.0,3,1.0,1400,8100,1.5,6,1400,0.0,98125,47.7124,-122.289,1420,8100,0,71,0.0
16445,440000.0,4,1.75,1920,7986,1.0,7,960,0.0,98125,47.7209,-122.318,1700,7452,0,63,1.0
919,250000.0,3,2.0,1440,9220,1.0,7,1440,0.0,98198,47.3702,-122.317,1390,7830,0,50,0.0
17376,365000.0,2,1.75,1270,7500,1.0,7,1270,0.0,98074,47.6186,-122.063,1280,7500,0,33,0.0
5041,600000.0,2,1.0,1110,3500,1.5,6,970,0.0,98102,47.6453,-122.327,1884,1778,0,103,1.0
13466,920000.0,3,2.25,3650,5353,2.0,7,2200,0.0,98144,47.5949,-122.291,1950,4970,0,68,1.0
4363,800000.0,4,1.75,2150,9148,1.0,7,2150,0.0,98004,47.5828,-122.197,2370,9148,0,60,0.0
10584,525000.0,2,1.0,1080,3500,1.0,7,1080,0.0,98103,47.6667,-122.356,1790,4000,0,91,0.0
16824,126500.0,3,1.0,1130,12212,1.0,6,1130,0.0,98146,47.4952,-122.34,1190,9240,0,73,0.0
244,480000.0,2,1.0,1030,3060,1.0,7,790,0.0,98103,47.6779,-122.353,1390,3060,0,97,1.0
18478,689800.0,2,1.75,1370,3125,1.0,7,1090,0.0,98199,47.6492,-122.391,1730,5966,0,65,1.0
16705,387000.0,3,1.0,1530,6372,1.0,7,1210,0.0,98118,47.535,-122.289,1960,6426,0,53,1.0
2457,674250.0,4,2.5,2780,35000,1.0,9,2780,0.0,98072,47.7386,-122.091,2740,35072,0,30,0.0
5322,478000.0,4,2.0,1690,8208,1.0,7,1210,0.0,98008,47.6052,-122.126,1620,8496,0,57,1.0
18614,380000.0,2,1.0,1000,4800,1.0,6,1000,0.0,98117,47.6926,-122.362,1000,4800,0,63,0.0
16493,225000.0,2,1.0,1030,9192,1.0,6,1030,0.0,98058,47.4565,-122.181,1030,9190,0,56,0.0
14492,435000.0,5,1.0,2170,65340,1.5,7,1670,0.0,98011,47.7555,-122.204,3170,12884,0,85,1.0
2837,280000.0,4,1.75,2250,16000,1.0,8,1450,0.0,98023,47.3303,-122.351,1930,16000,0,58,1.0
6687,430000.0,3,2.75,2600,12860,1.0,7,1350,0.0,98014,47.695,-121.918,2260,12954,0,50,1.0
3971,210000.0,2,1.0,990,8140,1.0,6,990,0.0,98116,47.5828,-122.382,2150,5000,0,105,0.0
17823,638150.0,4,2.5,2170,7275,1.0,8,1820,0.0,98027,47.5672,-122.09,2390,7275,0,37,1.0
10220,350000.0,3,1.75,1360,18123,1.0,8,1360,0.0,98045,47.4716,-121.756,1570,16817,0,32,0.0
16167,255544.0,3,1.0,1360,6186,1.5,6,760,0.0,98133,47.7503,-122.334,1610,7453,0,74,1.0
8163,470500.0,4,2.25,2070,14000,1.0,7,1720,0.0,98028,47.7484,-122.237,1690,14444,0,57,1.0
1164,460000.0,3,3.0,1520,7500,1.0,7,1180,0.0,98034,47.7276,-122.181,2080,8000,0,48,1.0
18807,390000.0,2,1.0,860,1800,1.0,7,860,0.0,98119,47.6334,-122.371,2160,3120,0,106,0.0
3223,299000.0,3,2.25,1920,7840,2.0,8,1920,0.0,98032,47.3631,-122.276,2170,7210,0,33,0.0
16392,445000.0,4,2.25,2130,7200,2.0,7,2130,0.0,98034,47.7152,-122.168,1990,7200,0,43,0.0
2589,375000.0,3,1.75,1440,8775,1.0,7,1440,0.0,98034,47.7231,-122.17,1790,7865,0,42,0.0
10356,355000.0,3,1.0,1650,10075,1.0,7,1170,0.0,98177,47.7695,-122.359,1690,8125,0,60,1.0
4500,567035.0,3,2.0,2064,46173,2.0,7,2064,0.0,98070,47.4469,-122.455,1640,21780,0,112,0.0
5282,322200.0,4,2.25,2010,19000,2.0,8,2010,0.0,98042,47.3734,-122.119,1950,19626,0,40,0.0
16598,229000.0,3,2.0,1760,9900,1.0,7,1760,0.0,98166,47.4783,-122.338,1190,9900,0,72,0.0
11760,615000.0,3,1.75,1780,5175,1.0,7,990,0.0,98116,47.5696,-122.386,1780,5175,0,88,1.0
9845,629000.0,3,1.75,1460,12367,2.0,8,1120,0.0,98023,47.3311,-122.375,1970,18893,0,45,1.0
6282,275000.0,4,2.75,2060,7350,1.0,7,1210,0.0,98001,47.3424,-122.275,1940,7420,0,37,1.0
6575,480000.0,3,2.0,1460,7860,1.0,7,1460,0.0,98008,47.6233,-122.108,1850,8148,0,48,0.0
3408,459500.0,2,1.0,1250,3825,1.0,7,850,0.0,98117,47.6805,-122.38,1370,4998,0,86,1.0
15178,1050000.0,4,3.0,2920,33976,1.0,8,1460,0.0,98008,47.6164,-122.104,2970,15210,0,51,1.0
14330,362500.0,4,1.75,1450,8450,1.0,7,1450,0.0,98027,47.5289,-122.028,1540,8450,0,55,0.0
12505,970000.0,3,2.25,3060,9950,1.5,9,1810,0.0,98144,47.57899999999999,-122.284,4950,10655,0,85,1.0
9462,320000.0,2,1.0,820,5400,1.0,6,820,0.0,98117,47.6976,-122.375,1370,5632,0,75,0.0
11971,319950.0,4,1.75,2310,8045,1.0,7,1650,0.0,98058,47.4569,-122.165,1790,8086,0,39,1.0
5404,439950.0,4,2.25,2780,15075,2.0,7,2780,0.0,98059,47.477,-122.116,1650,25542,0,30,0.0
534,204000.0,3,1.0,1040,7405,1.0,6,1040,0.0,98010,47.3105,-122.021,1580,7405,0,44,0.0
10430,646000.0,4,2.25,2500,8500,1.0,8,1600,0.0,98006,47.5615,-122.131,2290,8927,0,37,1.0
15786,426000.0,2,1.0,1630,7680,1.0,7,830,0.0,98125,47.7092,-122.291,1250,7740,0,68,1.0
9946,539000.0,2,1.75,1900,5175,1.0,7,1200,0.0,98116,47.5689,-122.386,1370,5175,0,96,1.0
2952,590000.0,3,2.75,2550,54014,2.0,8,1980,0.0,98072,47.7596,-122.117,2180,21600,0,48,1.0
10369,268450.0,5,2.25,2200,9600,1.0,7,1100,0.0,98023,47.3263,-122.364,1780,9680,0,52,1.0
15436,590000.0,3,2.25,2680,41250,2.0,7,2680,0.0,98045,47.4817,-121.749,1940,47044,0,31,0.0
8160,441000.0,3,2.5,1890,11036,1.0,8,1460,0.0,98133,47.7426,-122.354,2040,7524,0,42,1.0
11529,677500.0,3,1.75,2020,9718,1.0,8,2020,0.0,98040,47.574,-122.21,2370,8604,0,59,0.0
9414,375000.0,3,1.0,1210,7425,1.0,6,1210,0.0,98133,47.7125,-122.33,1260,7425,0,105,0.0
14755,550000.0,3,2.0,1490,3880,1.0,7,1490,0.0,98107,47.662,-122.363,1490,3880,0,56,0.0
629,480000.0,4,2.25,3250,34293,2.0,9,3250,0.0,98042,47.3496,-122.094,3110,35982,0,32,0.0
12981,749000.0,4,1.5,2130,5000,2.0,8,2130,0.0,98144,47.5828,-122.291,2560,5000,0,95,0.0
16367,641500.0,1,1.0,1000,9084,1.0,7,1000,0.0,98146,47.5007,-122.382,1090,6536,0,65,0.0
11375,320000.0,3,2.0,1880,10758,1.0,6,940,0.0,98059,47.5091,-122.144,2060,21000,0,63,1.0
4793,369950.0,3,1.0,1110,7603,1.0,7,1110,0.0,98034,47.7262,-122.224,1260,8094,0,48,0.0
10863,475000.0,3,2.0,1880,9659,1.0,8,1180,0.0,98155,47.7497,-122.284,1780,9659,0,64,1.0
14847,375000.0,3,1.5,2000,7294,1.0,7,1520,0.0,98118,47.5297,-122.267,2000,6000,0,50,1.0
8857,205950.0,3,1.0,1490,8239,1.0,6,1490,0.0,98023,47.306,-122.37,1200,8470,0,52,0.0
7195,500000.0,4,4.5,2690,7350,1.5,7,2690,0.0,98125,47.7062,-122.311,1660,9000,0,66,0.0
1836,1100000.0,4,2.5,3830,13800,1.0,9,2030,0.0,98006,47.5671,-122.157,3460,9875,0,46,1.0
3862,442000.0,3,1.5,2050,6384,1.0,7,1350,0.0,98126,47.5325,-122.378,1590,7214,0,57,1.0
17838,515000.0,3,2.25,1820,13362,1.0,8,1220,0.0,98075,47.5898,-122.052,2050,15000,0,38,1.0
14248,495000.0,4,2.0,2050,4000,1.5,7,1210,0.0,98144,47.5799,-122.306,1310,4000,0,74,1.0
193,400000.0,3,2.5,2180,7508,1.0,7,1420,0.0,98133,47.7606,-122.336,1900,7818,0,53,1.0
11524,550000.0,3,1.0,1010,6120,1.0,7,860,0.0,98115,47.6861,-122.296,1930,6120,0,75,1.0
7659,219950.0,3,1.0,1020,4960,1.5,6,920,0.0,98118,47.5328,-122.275,1230,7335,0,89,1.0
6276,270000.0,2,1.0,1040,5700,1.0,6,1040,0.0,98118,47.519,-122.26,1380,5700,0,93,0.0
13801,760000.0,4,2.25,3040,9690,1.0,9,1940,0.0,98005,47.5923,-122.169,2430,9690,0,37,1.0
5894,595000.0,2,1.5,870,4800,1.0,7,870,0.0,98119,47.6509,-122.37,2090,4800,0,91,0.0
8026,184000.0,3,1.0,1100,8680,1.0,6,1100,0.0,98023,47.3072,-122.363,1100,9220,0,53,0.0
10623,739000.0,3,2.5,2750,16000,2.0,9,2560,0.0,98033,47.69300000000001,-122.187,2370,11279,0,34,1.0
5459,347000.0,3,1.0,1270,8400,1.0,7,1270,0.0,98011,47.7604,-122.198,1390,8400,0,60,0.0
18494,705640.0,3,2.25,2400,12350,1.0,8,1420,0.0,98033,47.6533,-122.192,2615,12043,0,47,1.0
13765,537500.0,5,2.5,4340,9108,1.0,8,2170,0.0,98118,47.5384,-122.276,2030,6812,0,36,1.0
12774,225000.0,2,1.0,720,4758,1.0,6,720,0.0,98126,47.5176,-122.376,990,4920,0,68,0.0
7129,222000.0,3,1.0,1460,8400,1.0,6,1460,0.0,98023,47.3086,-122.365,1060,8563,0,53,0.0
8231,585000.0,3,1.5,2230,6000,1.0,8,1260,0.0,98136,47.5373,-122.395,2120,7200,0,47,1.0
10411,750000.0,3,1.75,2280,7800,1.0,8,1360,0.0,98117,47.6985,-122.387,2280,5200,0,74,1.0
7455,245000.0,2,1.0,1120,5650,1.0,6,720,0.0,98118,47.5155,-122.255,2160,6480,0,111,1.0
8491,360000.0,3,2.25,2130,8466,1.0,7,1290,0.0,98055,47.4537,-122.211,2250,9682,0,32,1.0
4754,975000.0,4,2.25,2290,5350,2.0,9,2120,0.0,98199,47.6428,-122.411,2910,5350,0,57,1.0
4122,480000.0,5,2.25,2240,5500,1.0,7,1490,0.0,98136,47.5305,-122.391,2010,6050,0,56,1.0
6049,270000.0,3,1.0,1480,7374,1.0,6,760,0.0,98133,47.7775,-122.336,1480,8934,0,61,1.0
2014,156000.0,3,1.0,770,9750,1.0,6,770,0.0,98188,47.4509,-122.275,1560,10707,0,74,0.0
16191,485000.0,4,2.5,2100,8886,2.0,7,2100,0.0,98007,47.5947,-122.134,1840,9058,0,51,0.0
11192,595000.0,3,2.25,2400,16301,1.0,8,1400,0.0,98115,47.6901,-122.282,1720,9828,0,53,1.0
17175,993500.0,4,2.25,4070,23321,2.0,10,4070,0.0,98040,47.5563,-122.219,2820,10871,0,47,0.0
14654,729000.0,3,1.0,1580,3840,2.0,8,1580,0.0,98102,47.6192,-122.319,1680,2624,0,107,0.0
15,650000.0,4,3.0,2950,5000,2.0,9,1980,0.0,98126,47.5714,-122.375,2140,4000,0,36,1.0
15906,239000.0,2,1.0,710,14000,1.0,6,710,0.0,98166,47.4379,-122.337,1500,10540,0,62,0.0
6729,647500.0,4,1.75,2060,26036,1.0,8,1160,0.0,98166,47.4444,-122.351,2590,21891,0,68,1.0
7723,1250000.0,4,2.5,4040,11350,2.0,10,3690,0.0,98006,47.559,-122.162,3770,12382,0,31,1.0
4083,515000.0,2,1.0,910,4725,1.0,7,910,0.0,98115,47.676,-122.281,1600,5200,0,66,0.0
16950,475300.0,3,1.0,2110,10005,1.0,7,1110,0.0,98033,47.688,-122.168,1360,9827,0,91,1.0
1107,200000.0,3,1.0,1230,4380,1.0,6,1230,0.0,98106,47.5352,-122.361,1525,6026,0,68,0.0
2184,275000.0,4,1.0,1340,22500,1.5,7,1340,0.0,98168,47.489,-122.316,1620,10800,0,89,0.0
3762,575000.0,5,2.25,3550,7992,2.0,8,3550,0.0,98034,47.7285,-122.179,2110,7992,0,47,0.0
16728,508500.0,4,1.5,1800,6750,1.5,7,1800,0.0,98115,47.6868,-122.285,1420,5900,0,65,0.0
7171,260000.0,4,1.75,1650,7276,1.0,7,1010,0.0,98011,47.7721,-122.206,1840,8550,0,38,1.0
3619,525000.0,3,1.5,1380,4290,1.0,7,1080,0.0,98107,47.674,-122.379,1510,3900,0,60,1.0
10733,443000.0,3,1.0,1280,5460,1.5,7,1280,0.0,98133,47.7321,-122.334,1390,5500,0,84,0.0
9461,279000.0,3,2.5,1540,7280,1.0,7,1080,0.0,98003,47.3102,-122.322,1220,6440,0,41,1.0
3099,190000.0,3,1.75,1100,9452,1.0,6,1100,0.0,98146,47.4864,-122.337,1350,9452,0,73,0.0
2860,441500.0,3,1.75,1510,7700,1.0,7,1510,0.0,98034,47.7283,-122.194,1440,7416,0,47,0.0
12738,470000.0,3,1.5,1760,6723,1.0,7,1160,0.0,98118,47.5514,-122.266,2080,8965,0,57,1.0
11118,530000.0,3,1.75,1980,6760,1.0,8,1980,0.0,98008,47.6398,-122.113,2120,7280,0,42,0.0
13149,310000.0,3,1.0,1480,7830,1.0,7,1480,0.0,98133,47.7703,-122.336,1450,7830,0,63,0.0
18384,392500.0,3,1.0,1100,7650,1.0,7,1100,0.0,98133,47.7219,-122.354,1430,7650,0,63,0.0
2472,858000.0,4,2.25,3070,13720,2.0,9,3070,0.0,98007,47.6133,-122.152,3010,9657,0,37,0.0
15399,574950.0,5,3.25,3160,10000,2.0,8,3160,0.0,98027,47.52,-122.047,2130,10000,0,35,0.0
16503,304000.0,3,1.0,900,7500,1.0,7,900,0.0,98034,47.7314,-122.237,1960,7500,0,43,0.0
15942,294950.0,4,2.25,1740,9600,1.0,7,1160,0.0,98188,47.432,-122.276,1630,9600,0,58,1.0
13011,305000.0,3,2.25,1740,6650,1.0,7,1240,0.0,98023,47.2979,-122.379,1740,7000,0,37,1.0
6101,555000.0,4,1.75,2260,11000,1.0,8,1620,0.0,98008,47.6224,-122.109,1960,10000,0,39,1.0
5957,255000.0,3,1.5,910,25500,1.0,5,910,0.0,98188,47.4565,-122.276,1580,10019,0,72,0.0
15110,555700.0,3,2.0,1810,12420,1.0,7,1810,0.0,98008,47.5888,-122.127,2230,12330,0,58,0.0
8967,450000.0,3,2.5,2820,10208,1.0,8,1410,0.0,98028,47.7609,-122.26,1540,10684,0,61,1.0
13580,1280000.0,4,1.75,3720,8448,1.0,9,1960,0.0,98199,47.6425,-122.406,2540,7064,0,68,1.0
1511,190000.0,2,1.0,700,9500,1.0,6,700,0.0,98118,47.5294,-122.276,1020,5617,0,64,0.0
8728,199129.0,3,1.0,860,33664,1.0,6,860,0.0,98001,47.295,-122.275,1290,18287,0,60,0.0
9887,472500.0,3,2.0,1750,15500,1.0,7,1490,0.0,98075,47.5887,-122.065,2450,50094,0,33,1.0
17351,826000.0,3,1.5,1890,5000,1.5,9,1890,0.0,98109,47.6312,-122.353,2560,5000,0,86,0.0
13770,185000.0,4,1.0,1400,8684,1.5,7,1400,0.0,98146,47.4887,-122.344,1520,8712,0,58,0.0
65,317625.0,3,2.75,2770,3809,1.5,7,1770,0.0,98144,47.5747,-122.304,1440,4000,0,90,1.0
13598,348580.0,3,1.0,1220,7876,1.0,7,1220,0.0,98034,47.7317,-122.201,1340,7876,0,49,0.0
5315,194990.0,6,2.5,1560,7144,1.0,6,1060,0.0,98118,47.5335,-122.272,1300,6232,0,102,1.0
19369,133400.0,3,1.0,900,2550,1.0,6,900,0.0,98023,47.3036,-122.363,1120,2550,0,37,0.0
12471,517000.0,3,2.25,1640,4635,1.5,8,1540,0.0,98115,47.6793,-122.319,1530,4635,0,85,1.0
7999,390000.0,3,1.0,1240,3600,1.5,7,1240,0.0,98144,47.5986,-122.298,1680,3600,0,113,0.0
9829,830000.0,4,2.5,1850,50662,1.0,8,1430,0.0,98052,47.6535,-122.119,2090,10599,0,37,1.0
6316,289000.0,3,1.5,1970,22486,1.0,6,1970,0.0,98058,47.4511,-122.089,1850,20160,0,47,0.0
19191,585000.0,4,2.75,2890,6825,1.0,8,1560,0.0,98034,47.734,-122.182,1900,10120,0,42,1.0
8319,615000.0,3,1.75,2360,7291,1.0,8,1360,0.0,98136,47.5274,-122.384,1860,5499,0,67,1.0
5989,400000.0,3,2.0,3000,17800,1.0,8,1500,0.0,98125,47.7058,-122.315,2400,8300,0,53,1.0
1126,195000.0,2,1.0,1190,27007,1.0,5,1190,0.0,98027,47.524,-122.04,1730,12632,0,105,0.0
3733,460000.0,2,1.0,1020,4002,1.0,7,1020,0.0,98116,47.5828,-122.395,1780,5000,0,62,0.0
7919,279950.0,3,1.75,1660,8303,1.0,7,1380,0.0,98058,47.4366,-122.171,1740,8320,0,41,1.0
5213,260000.0,4,1.5,1540,7300,2.0,7,1540,0.0,98001,47.3317,-122.276,1580,7650,0,42,0.0
2654,350000.0,5,2.75,2980,13482,1.0,8,1730,0.0,98042,47.3774,-122.16,2900,14800,0,40,1.0
15519,527500.0,3,1.75,2310,78844,1.0,8,1760,0.0,98027,47.5406,-122.066,2830,6230,0,38,1.0
2127,330000.0,2,1.0,860,8308,1.0,7,860,0.0,98146,47.5075,-122.377,1310,8308,0,67,0.0
12778,500000.0,2,1.0,1630,12059,1.0,7,1270,0.0,98125,47.7228,-122.314,1660,8800,0,68,1.0
3217,234000.0,3,1.0,1750,8820,1.0,7,1750,0.0,98032,47.3608,-122.29,1400,9600,0,54,0.0
6887,900000.0,3,1.5,2160,2260,2.0,8,1620,0.0,98119,47.6321,-122.371,2570,2400,0,98,1.0
16763,345000.0,2,1.0,770,3008,1.0,5,770,0.0,98116,47.5686,-122.389,1550,4563,0,98,0.0
417,423000.0,4,2.25,2200,9351,1.0,7,1290,0.0,98133,47.7448,-122.333,1910,8660,0,53,1.0
6457,188000.0,3,1.75,1660,7350,1.0,8,1660,0.0,98023,47.3118,-122.337,1840,7673,0,36,0.0
13658,330000.0,5,2.75,2390,6282,1.0,7,1290,0.0,98118,47.5149,-122.263,1690,5202,0,49,1.0
11020,560000.0,4,2.5,2480,16360,1.0,7,1510,0.0,98028,47.7638,-122.265,1770,15205,0,56,1.0
2339,545000.0,3,2.0,1550,4000,1.0,7,940,0.0,98199,47.6379,-122.387,1880,4000,0,60,1.0
5919,450000.0,2,1.0,1120,4590,1.0,7,1120,0.0,98118,47.5663,-122.285,1120,5100,0,91,0.0
19026,707000.0,4,2.25,2920,17023,1.0,9,1690,0.0,98006,47.5585,-122.134,2710,10681,0,38,1.0
18370,319000.0,3,1.0,1390,12823,1.0,7,1390,0.0,98077,47.7438,-122.075,1390,10095,0,47,0.0
10734,287000.0,2,1.0,950,6350,1.0,7,950,0.0,98106,47.528,-122.352,1080,7620,0,64,0.0
1249,276900.0,3,1.0,1270,7566,1.0,7,1270,0.0,98056,47.5074,-122.175,1780,7520,0,57,0.0
86,305000.0,5,2.25,2660,8400,1.5,7,2660,0.0,98092,47.2909,-122.189,1590,8165,0,54,0.0
9527,410000.0,3,2.0,1320,6000,1.5,7,1320,0.0,98144,47.5752,-122.304,1620,4000,0,95,0.0
10954,411500.0,3,1.0,1110,7208,1.0,7,1110,0.0,98052,47.6979,-122.124,1440,7210,0,35,0.0
11024,494950.0,2,1.75,2220,33000,1.0,8,2220,0.0,98072,47.7403,-122.129,2220,33000,0,45,0.0
11601,519000.0,2,1.0,830,2820,1.0,7,830,0.0,98103,47.68899999999999,-122.347,1460,3150,0,95,0.0
15836,205000.0,4,1.0,1340,7920,1.0,7,1340,0.0,98001,47.2845,-122.267,1090,9600,0,45,0.0
6719,703300.0,3,2.0,1980,3525,1.5,8,1590,0.0,98117,47.6847,-122.368,1760,3760,0,83,1.0
14855,249950.0,3,2.0,1550,15040,1.0,6,1550,0.0,98059,47.4873,-122.099,1510,41416,0,57,0.0
17266,206325.0,5,2.5,1720,10202,1.5,7,1720,0.0,98058,47.4572,-122.167,1720,8478,0,45,0.0
