,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
15502,724000.0,2,1.0,1560,5000,1.5,4,7,1560,0.0,98117,47.7006,-122.386,2620,5400,0,73
6096,340000.0,2,0.75,1060,48292,1.0,5,6,560,0.0,98070,47.4285,-122.511,750,80201,0,68
10409,740000.0,3,2.25,3440,44374,2.0,4,10,2190,0.0,98006,47.547,-122.111,3470,40185,0,36
1876,832000.0,4,2.25,3190,52953,2.0,4,10,3190,0.0,98075,47.5933,-122.075,3190,51400,0,35
7145,394950.0,3,2.5,1090,7700,1.0,4,7,1090,0.0,98008,47.607,-122.12,1740,7700,0,58
1810,439000.0,4,2.25,2570,9503,2.0,3,8,2570,0.0,98011,47.764,-122.167,1950,9600,0,35
18668,570000.0,3,1.75,1210,7350,1.0,3,7,1210,0.0,98033,47.7,-122.172,1610,7313,0,38
15194,155000.0,3,1.5,970,8400,1.0,3,7,970,0.0,98003,47.3284,-122.331,1230,8400,0,49
9041,625000.0,4,2.0,1410,4480,1.5,3,8,1410,0.0,98109,47.6385,-122.344,1240,3400,0,88
11454,405000.0,3,2.5,2160,10200,1.0,3,7,1360,0.0,98133,47.7295,-122.331,2010,7850,0,37
5424,290000.0,3,1.5,1310,8100,1.0,3,7,1310,0.0,98034,47.7328,-122.201,1330,8100,0,50
16202,315000.0,3,2.0,1770,9685,1.0,3,5,1770,0.0,98166,47.4753,-122.342,1520,11122,0,67
12331,339900.0,4,1.5,1570,9210,1.0,3,7,1400,0.0,98030,47.3864,-122.22,2326,9210,0,50
17212,525000.0,3,2.25,1960,12350,1.0,4,7,1960,0.0,98027,47.5247,-122.052,1920,13608,0,54
17413,375000.0,3,1.75,1260,11224,1.0,5,7,1260,0.0,98155,47.7444,-122.321,1570,11052,0,68
15713,799950.0,6,2.75,3040,36721,1.0,4,9,1760,0.0,98166,47.4488,-122.356,2420,21075,0,57
8541,350000.0,5,1.75,2330,14322,1.0,4,7,1180,0.0,98059,47.4768,-122.155,1690,10010,0,47
10430,646000.0,4,2.25,2500,8500,1.0,4,8,1600,0.0,98006,47.5615,-122.131,2290,8927,0,37
8306,474900.0,3,1.0,1630,8308,1.5,3,7,1630,0.0,98146,47.5075,-122.378,1170,8308,0,67
15794,412500.0,4,2.25,1630,7969,1.0,3,7,1100,0.0,98034,47.7336,-122.19,1580,7440,0,38
6931,612000.0,3,3.0,1740,3700,1.0,3,7,1740,0.0,98122,47.6102,-122.309,1830,2480,0,33
3413,368000.0,4,2.0,3160,11193,1.0,5,6,2410,0.0,98056,47.4937,-122.184,1020,5940,0,73
18787,293000.0,4,2.5,3250,235063,1.0,3,9,3250,0.0,98092,47.2582,-122.113,1600,44287,0,42
3888,695500.0,5,2.75,2510,9180,1.0,4,8,1600,0.0,98052,47.6389,-122.098,2650,9780,0,40
10294,285000.0,3,2.25,1840,9040,1.0,3,8,1370,0.0,98023,47.3144,-122.339,1870,8992,0,36
7681,404600.0,3,1.0,1570,7727,1.0,4,8,1270,0.0,98056,47.4821,-122.192,2440,7727,0,57
3605,252500.0,2,1.0,900,7500,1.0,4,6,900,0.0,98014,47.6481,-121.916,1190,10000,0,54
8963,394999.0,3,1.5,1730,7800,1.0,3,7,1330,0.0,98133,47.7365,-122.337,1780,8309,0,57
11315,313000.0,3,1.5,1550,7260,1.5,2,6,1550,0.0,98166,47.4693,-122.349,1190,7620,0,90
14087,802000.0,2,1.75,2110,8700,1.0,4,9,1760,0.0,98146,47.4912,-122.365,2120,9500,0,55
142,205000.0,3,1.0,1610,8579,1.0,4,7,1010,0.0,98058,47.4563,-122.171,1610,8579,0,53
4443,825000.0,4,1.5,2040,6900,2.0,3,9,2040,0.0,98112,47.6188,-122.285,3150,8220,0,112
11129,392500.0,4,2.75,2400,19923,1.0,5,7,1320,0.0,98042,47.3616,-122.144,2470,10736,0,62
857,450000.0,4,2.75,2980,13260,1.0,4,8,1800,0.0,98056,47.5152,-122.197,1920,10731,0,36
8776,790000.0,3,1.0,1290,6380,1.5,3,7,1290,0.0,98115,47.6951,-122.319,1630,6380,0,85
10243,235000.0,2,1.0,830,9000,1.0,3,6,830,0.0,98032,47.3813,-122.243,1160,7680,0,76
9558,268000.0,3,1.75,1970,10270,1.0,4,8,1970,0.0,98032,47.3619,-122.285,1970,8400,0,49
16052,250000.0,2,1.0,750,6350,1.0,3,5,750,0.0,98103,47.6938,-122.356,920,6350,0,95
14561,255000.0,3,1.0,1010,7690,1.0,4,6,1010,0.0,98058,47.4501,-122.176,1010,7619,0,57
2988,765000.0,5,1.75,2440,15143,1.5,4,8,1740,0.0,98146,47.4948,-122.37,2390,10907,0,71
480,378500.0,4,1.75,1700,8640,1.0,3,7,850,0.0,98006,47.5772,-122.153,1620,9000,0,60
1523,775000.0,4,2.5,2540,28563,1.0,3,10,2540,0.0,98052,47.7185,-122.114,2790,20301,0,31
5844,1530000.0,4,4.25,4720,21000,3.0,5,11,4720,0.0,98177,47.7591,-122.376,3010,20000,0,44
1898,330000.0,4,1.0,1100,5000,1.5,5,6,1100,0.0,98055,47.4868,-122.204,1560,4838,0,111
5581,365000.0,2,2.0,1440,15000,1.0,3,7,1440,0.0,98072,47.7648,-122.159,1780,15000,0,30
10905,247000.0,4,2.0,1750,8116,1.0,4,5,1750,0.0,98056,47.5097,-122.181,1440,7865,0,72
9603,541500.0,3,1.75,2320,55847,1.0,4,8,2320,0.0,98001,47.3121,-122.253,2400,26112,0,55
10981,326000.0,6,3.0,2580,8064,1.5,3,7,1880,0.0,98118,47.5549,-122.287,1510,6084,0,102
3100,975000.0,4,2.5,3020,4950,1.5,4,9,2020,0.0,98112,47.6467,-122.304,2300,5450,0,94
4056,465000.0,4,1.75,1730,11700,1.0,3,7,880,0.0,98008,47.6031,-122.13,1570,7820,0,59
3436,1280000.0,4,2.5,3560,15450,1.0,5,8,2060,0.0,98040,47.5657,-122.23,3680,17314,0,38
3956,410000.0,2,1.5,1660,4000,1.0,3,7,1000,0.0,98115,47.6832,-122.304,1570,5500,0,65
12359,670000.0,3,1.0,1600,16868,1.0,3,7,990,0.0,98040,47.5872,-122.241,2600,12735,0,69
16355,580000.0,2,1.0,1040,3200,1.0,3,7,1040,0.0,98103,47.6558,-122.334,1890,4000,0,89
2635,536000.0,3,1.75,1580,3764,1.5,3,7,1280,0.0,98107,47.672,-122.397,1560,3764,0,70
15961,475000.0,3,1.75,2270,13000,1.0,5,8,2270,0.0,98058,47.4474,-122.144,2440,10000,0,47
19307,820000.0,4,2.75,2420,4635,1.5,5,7,2420,0.0,98103,47.682,-122.347,1590,3150,0,110
16445,440000.0,4,1.75,1920,7986,1.0,3,7,960,0.0,98125,47.7209,-122.318,1700,7452,0,63
9720,690000.0,3,1.5,1710,17707,1.0,4,7,1180,0.0,98040,47.5393,-122.216,2590,9508,0,68
12254,375000.0,4,1.75,1940,15909,1.0,3,8,970,0.0,98072,47.7578,-122.094,1940,15120,0,41
19518,875000.0,4,1.75,2360,8286,1.0,3,7,1320,0.0,98004,47.6226,-122.205,1680,7630,0,63
17220,1090000.0,3,2.75,3170,34850,1.0,5,9,3170,0.0,98033,47.6611,-122.169,3920,36740,0,58
11037,389900.0,4,1.0,1710,117176,1.5,4,6,1710,0.0,98055,47.4497,-122.212,1940,12223,0,73
3076,311000.0,2,1.0,860,3300,1.0,5,6,860,0.0,98118,47.5496,-122.279,1380,4400,0,112
5886,483500.0,3,2.0,1200,2016,1.0,4,7,600,0.0,98116,47.5811,-122.404,1730,4520,0,84
19466,185000.0,3,1.75,1080,9262,1.0,3,7,1080,0.0,98178,47.4883,-122.248,1090,9262,0,47
4560,345000.0,4,2.5,2420,11481,1.0,3,8,1370,0.0,98003,47.341,-122.318,2290,8985,0,30
3821,214946.0,3,1.75,1290,8688,1.0,4,7,1290,0.0,98042,47.3655,-122.08,1750,9090,0,35
17290,390000.0,2,1.0,1270,8164,1.0,4,6,1270,0.0,98125,47.7116,-122.311,1580,9095,0,74
7893,369000.0,3,1.75,1300,3844,1.0,3,7,1300,0.0,98133,47.7024,-122.355,1290,3844,0,30
19264,280000.0,2,1.0,1150,12861,1.0,3,6,1150,0.0,98058,47.4493,-122.171,1170,7574,0,56
6198,314000.0,3,1.75,1620,9600,1.0,4,7,1620,0.0,98059,47.4749,-122.155,1660,10200,0,49
232,315000.0,6,2.75,2940,7350,1.0,3,8,1780,0.0,98023,47.3103,-122.339,2120,8236,0,37
13053,549000.0,4,1.75,1290,3060,2.0,4,7,1290,0.0,98103,47.6798,-122.348,1510,4080,0,109
18335,570000.0,4,1.0,1490,6000,1.5,3,7,1490,0.0,98136,47.5518,-122.385,1700,6000,0,97
10755,210000.0,3,1.5,1160,10125,1.0,4,7,1160,0.0,98059,47.4919,-122.151,1440,10018,0,56
15148,930000.0,2,1.5,1800,4500,1.0,3,7,1000,0.0,98109,47.6305,-122.347,2270,3840,0,73
17987,300000.0,3,2.75,2340,12282,1.0,3,8,1470,0.0,98155,47.7379,-122.289,2640,8887,0,37
6380,350000.0,4,2.25,2300,4600,1.5,4,7,1340,0.0,98144,47.5895,-122.311,1540,3000,0,111
1155,790000.0,4,1.75,2460,10061,1.0,3,7,1410,0.0,98178,47.5105,-122.238,2300,10061,0,54
4011,1390000.0,3,3.0,2490,3600,2.0,4,8,1790,0.0,98119,47.6313,-122.369,2490,3600,0,104
17386,550000.0,3,1.75,2910,35200,1.5,3,8,2910,0.0,98075,47.5747,-122.035,2590,37500,0,36
12767,199950.0,2,1.0,700,5200,1.0,5,5,700,0.0,98056,47.4924,-122.174,970,5200,0,63
17888,1600000.0,4,2.5,2980,13341,1.5,5,8,1800,0.0,98034,47.70399999999999,-122.245,2340,19810,0,87
18990,353250.0,2,1.0,1060,1600,2.0,3,7,1060,0.0,98144,47.5888,-122.294,1360,3360,0,36
4155,215000.0,3,1.0,1060,9954,1.0,4,7,1060,0.0,98032,47.3801,-122.289,1620,8760,0,55
7750,224950.0,3,1.5,1630,9282,1.0,4,7,1630,0.0,98022,47.2021,-122.002,1420,9282,0,52
12318,162248.0,2,1.0,800,8960,1.0,4,6,800,0.0,98058,47.4756,-122.174,850,8082,0,71
6429,647500.0,5,2.0,1760,21562,1.0,3,8,1560,0.0,98028,47.7597,-122.263,2150,12676,0,56
13942,439000.0,4,2.5,2800,17279,1.0,3,7,1560,0.0,98028,47.7596,-122.269,3060,13423,0,58
1403,439000.0,4,2.25,2240,8300,2.0,3,8,2240,0.0,98011,47.7746,-122.197,2340,8500,0,37
11395,325000.0,3,1.0,850,6906,1.0,3,6,850,0.0,98155,47.7441,-122.314,1150,6907,0,67
1899,375000.0,3,1.75,1330,9417,1.0,5,6,710,0.0,98125,47.7231,-122.301,1690,7937,0,79
1571,525000.0,4,2.5,2400,10070,1.0,3,7,1510,0.0,98034,47.7104,-122.24,2030,9964,0,48
18051,220000.0,4,2.5,2130,9100,1.0,3,8,1290,0.0,98030,47.3815,-122.169,1770,7700,0,37
2844,593500.0,5,3.25,4300,50405,2.0,3,8,3220,0.0,98027,47.4615,-122.0,2680,41684,0,43
9364,259000.0,3,1.75,1270,4815,1.5,3,6,980,0.0,98108,47.5495,-122.31,1270,6431,0,93
12070,325000.0,3,1.0,1300,9300,1.0,4,7,1300,0.0,98077,47.7562,-122.073,1300,10064,0,38
17789,705000.0,3,2.0,1460,6250,1.5,4,7,1460,0.0,98103,47.6693,-122.333,1690,4750,0,103
9413,1250000.0,5,3.25,3950,44431,1.0,3,10,2100,0.0,98005,47.6451,-122.173,3860,45870,0,46
18763,235000.0,2,1.0,670,5600,1.0,3,6,670,0.0,98108,47.5498,-122.304,1960,7176,0,112
7587,395000.0,4,2.0,1980,15354,1.0,3,7,1980,0.0,98053,47.63800000000001,-121.968,1420,12300,0,38
13049,380000.0,3,1.0,1020,4800,1.0,3,7,1020,0.0,98118,47.5615,-122.272,1400,5465,0,71
9970,835000.0,3,1.0,3060,30166,1.0,5,8,3060,0.0,98027,47.5656,-122.093,1880,19602,0,56
2384,260000.0,2,1.0,1270,19602,1.0,3,6,1270,0.0,98010,47.3375,-122.048,1270,17699,0,38
2369,482000.0,3,1.75,2600,105587,1.0,4,7,1300,0.0,98070,47.4464,-122.497,1941,208438,0,35
3360,403500.0,5,2.5,3600,17300,1.0,4,8,2410,0.0,98166,47.4468,-122.341,2620,30200,0,47
16627,339000.0,3,2.25,1970,7210,1.0,4,8,1380,0.0,98030,47.3821,-122.171,1970,7350,0,37
18686,640000.0,4,2.75,3150,7379,1.5,4,7,2430,0.0,98115,47.6968,-122.3,1990,7379,0,100
10327,680000.0,4,1.0,2200,12137,1.0,4,8,1640,0.0,98028,47.7473,-122.261,3250,17153,0,59
15176,431000.0,2,2.0,1390,12530,1.0,3,8,970,0.0,98155,47.7499,-122.29,1940,12530,0,56
6145,407450.0,3,2.0,1810,10860,1.0,3,7,1810,0.0,98053,47.6393,-121.967,1420,11982,0,48
566,260000.0,3,1.0,1180,5350,1.5,4,6,1180,0.0,98178,47.505,-122.259,1490,5350,0,56
18614,380000.0,2,1.0,1000,4800,1.0,3,6,1000,0.0,98117,47.6926,-122.362,1000,4800,0,63
5622,320000.0,2,1.0,950,4000,1.0,3,6,950,0.0,98144,47.5728,-122.312,1480,4000,0,105
6033,330000.0,4,2.0,1750,5202,1.0,4,6,1070,0.0,98108,47.5677,-122.317,2090,5400,0,73
12212,265500.0,3,1.0,1860,9225,1.0,3,7,1860,0.0,98198,47.3904,-122.3,1740,12204,0,58
17451,650000.0,4,2.5,2620,19864,2.0,4,8,2620,0.0,98052,47.7014,-122.122,2500,13285,0,31
3166,575000.0,3,1.75,1720,4050,1.0,5,7,860,0.0,98115,47.6782,-122.314,1720,4410,0,109
3741,740000.0,6,2.25,3140,10250,1.0,4,8,1570,0.0,98005,47.6116,-122.169,2320,10250,0,56
4534,195000.0,2,1.0,720,18000,1.0,3,6,720,0.0,98178,47.5054,-122.261,1250,7925,0,65
887,374000.0,3,1.5,1330,10640,1.0,3,7,1330,0.0,98011,47.7364,-122.193,1460,8520,0,39
5157,1500000.0,4,2.75,2930,25697,1.0,4,9,2310,0.0,98004,47.6264,-122.226,3810,20681,0,51
14368,262000.0,2,1.0,1500,4120,1.5,3,5,880,0.0,98055,47.4857,-122.2,1300,4120,0,87
7043,239999.0,3,2.75,1740,8436,1.0,3,7,1140,0.0,98003,47.3456,-122.305,1550,8436,0,48
830,595000.0,3,1.75,1910,5753,1.0,3,8,1110,0.0,98115,47.6898,-122.327,1630,5580,0,74
12308,290000.0,3,1.0,960,9000,1.0,4,7,960,0.0,98006,47.5765,-122.154,1520,9000,0,60
1272,320000.0,3,1.75,2300,12000,1.0,3,8,1770,0.0,98133,47.7599,-122.343,2030,6000,0,73
6312,250000.0,4,2.0,2130,8400,1.0,3,7,1350,0.0,98031,47.4133,-122.209,1550,8596,0,53
11872,309500.0,3,1.5,1340,13560,1.0,3,7,1340,0.0,98028,47.74100000000001,-122.234,1540,15000,0,47
5413,425000.0,2,1.0,1150,6835,1.0,3,7,1010,0.0,98118,47.5567,-122.273,1150,6561,0,93
12243,605000.0,4,2.75,1670,6000,1.0,5,7,840,0.0,98136,47.5496,-122.385,1100,6000,0,98
17329,242000.0,3,1.75,1310,9645,1.0,3,7,1310,0.0,98198,47.4051,-122.29,1440,9893,0,36
1941,284200.0,3,2.5,1570,9292,1.0,3,7,1110,0.0,98001,47.3386,-122.272,1470,9222,0,38
8027,333000.0,4,2.5,2100,7208,2.0,3,8,2100,0.0,98058,47.4478,-122.128,2060,7480,0,41
4564,370000.0,4,1.0,1310,6000,1.5,3,7,1310,0.0,98144,47.5822,-122.295,1630,6000,0,75
15187,542000.0,3,2.25,2220,12056,2.0,3,8,2220,0.0,98052,47.7148,-122.101,2320,12025,0,30
15783,277500.0,4,2.5,2550,7500,1.0,3,8,1750,0.0,98023,47.3165,-122.386,2260,8800,0,39
7373,1070000.0,3,1.75,2320,6090,2.0,3,8,2040,0.0,98199,47.643,-122.412,3110,7052,0,76
1863,370000.0,4,2.5,2100,19680,1.5,3,6,2100,0.0,98055,47.4787,-122.23,1340,12300,0,101
3028,565000.0,4,2.25,2470,7447,2.0,3,8,2470,0.0,98155,47.7514,-122.286,2270,7400,0,31
13461,485000.0,4,1.75,1430,4096,2.0,3,7,1430,0.0,98122,47.604,-122.306,1640,3377,0,115
4167,245000.0,4,1.5,2010,7561,1.5,4,7,1890,0.0,98002,47.31100000000001,-122.227,1420,6564,0,94
12848,240000.0,3,1.5,1360,9760,1.5,5,7,1360,0.0,98045,47.4648,-121.757,1310,11456,0,31
18216,235000.0,4,1.5,1920,11595,1.0,4,7,1920,0.0,98002,47.2858,-122.212,1400,10550,0,53
19500,480000.0,3,2.25,1820,15000,1.0,3,7,1480,0.0,98028,47.7401,-122.249,1930,13600,0,37
8092,279000.0,3,2.5,1630,7950,1.0,3,8,1320,0.0,98042,47.4224,-122.159,1650,7952,0,30
1460,140000.0,3,1.0,1090,10620,1.5,3,7,1090,0.0,98032,47.3748,-122.294,1380,10620,0,56
9294,727000.0,3,2.25,2180,4200,1.5,5,8,1520,0.0,98112,47.6412,-122.302,1850,4200,0,76
4324,496752.0,2,1.0,1980,5000,1.0,4,7,1090,0.0,98144,47.58600000000001,-122.295,1720,5000,0,92
19541,556000.0,3,1.75,1640,7437,1.0,3,7,1090,0.0,98126,47.5324,-122.38,1640,7436,0,67
9659,643403.0,3,2.5,2350,9648,1.0,4,9,2350,0.0,98008,47.6156,-122.108,2320,10512,0,49
9224,733000.0,4,2.5,2210,5002,1.0,3,7,1370,0.0,98199,47.6637,-122.401,1970,4920,0,38
14602,333000.0,4,1.75,1880,9880,1.0,4,8,1880,0.0,98058,47.4551,-122.151,1880,9600,0,48
1569,284950.0,4,1.5,2000,6778,1.0,4,7,1170,0.0,98198,47.3708,-122.311,1940,7531,0,53
12062,805000.0,3,3.0,3910,19023,2.0,3,11,3910,0.0,98014,47.6953,-121.914,1860,15001,0,30
15642,210000.0,5,2.0,2050,10200,1.0,3,6,1430,0.0,98198,47.4136,-122.333,1940,8625,0,59
3705,525000.0,4,1.75,2420,7672,1.0,3,8,1480,0.0,98027,47.5637,-122.085,2370,7699,0,36
4628,403000.0,3,1.0,1400,6879,1.0,3,7,1400,0.0,98155,47.7508,-122.286,1950,7400,0,64
15613,705000.0,4,1.75,1690,11739,1.0,4,8,1690,0.0,98040,47.552,-122.219,2300,11600,0,56
16061,370000.0,2,1.0,860,5040,1.0,3,7,860,0.0,98117,47.6977,-122.365,1570,5040,0,59
14796,250000.0,3,1.5,2030,14400,1.0,4,7,1310,0.0,98001,47.2639,-122.285,1330,14400,0,46
16058,359950.0,3,1.75,1890,9100,2.0,4,7,1890,0.0,98133,47.7676,-122.339,1640,9100,0,63
4541,530000.0,2,1.0,840,3400,1.0,4,7,840,0.0,98119,47.6403,-122.372,2000,4000,0,91
2081,800000.0,4,2.5,2390,10000,1.0,3,9,1590,0.0,98040,47.5801,-122.229,1900,9752,0,40
13381,235000.0,3,2.5,2350,9051,1.0,4,8,1570,0.0,98023,47.3126,-122.364,2270,8748,0,49
8109,499000.0,2,1.0,1220,3000,1.0,3,7,920,0.0,98117,47.6823,-122.365,1270,3000,0,89
16720,500000.0,4,2.0,1680,3813,2.0,4,7,1680,0.0,98144,47.593,-122.293,2540,3996,0,115
3950,700000.0,4,3.5,5360,25800,1.0,3,9,3270,0.0,98074,47.6099,-122.054,2650,21781,0,44
8656,588000.0,3,1.5,1780,4200,1.5,4,8,1780,0.0,98103,47.662,-122.349,1380,3333,0,99
14615,277000.0,4,1.0,1450,6250,1.0,3,6,990,0.0,98146,47.5131,-122.357,1440,4000,0,51
13813,199000.0,2,1.0,720,7200,1.0,5,6,720,0.0,98058,47.4763,-122.177,970,8027,0,72
17198,705000.0,3,2.5,2820,7200,1.0,3,9,1780,0.0,98177,47.7691,-122.388,2300,7200,0,36
15063,683000.0,5,1.5,1720,4000,1.5,3,7,1520,0.0,98112,47.6197,-122.287,2280,4000,0,90
18500,564000.0,4,1.0,1170,4590,1.5,4,7,1170,0.0,98115,47.6804,-122.311,1430,4080,0,90
17100,375000.0,3,2.75,2200,9600,1.0,4,8,1570,0.0,98003,47.3438,-122.323,2680,9896,0,38
1948,483945.0,2,1.75,1480,5120,1.0,4,6,840,0.0,98116,47.558,-122.392,1090,5120,0,64
18955,577000.0,3,1.75,1740,5500,1.0,5,7,970,0.0,98116,47.577,-122.395,1740,7250,0,62
16132,437400.0,3,1.75,2150,8925,1.0,4,7,2150,0.0,98008,47.6253,-122.119,1100,7875,0,55
15978,509000.0,4,2.0,1960,2166,1.5,4,7,1260,0.0,98103,47.6545,-122.344,1670,4000,0,89
8889,400000.0,4,1.0,2320,4000,1.5,3,6,1310,0.0,98144,47.573,-122.312,1750,4000,0,94
10764,998000.0,4,2.25,2420,10200,2.0,4,9,2420,0.0,98040,47.5336,-122.225,2390,10200,0,42
2865,660000.0,4,1.75,2780,9900,2.0,4,10,2780,0.0,98074,47.6348,-122.06,2600,12000,0,37
15442,100000.0,2,1.0,910,22000,1.0,3,6,910,0.0,98001,47.2777,-122.252,1326,9891,0,59
2730,699900.0,4,2.25,2380,16236,1.0,3,7,1540,0.0,98008,47.6126,-122.12,2230,8925,0,54
18542,568000.0,4,2.0,2340,50233,1.0,4,7,1170,0.0,98075,47.5905,-122.022,2470,62290,0,49
10898,360000.0,5,2.0,2120,2400,1.0,4,6,1080,0.0,98144,47.5979,-122.297,1690,4400,0,109
1374,260000.0,2,1.0,1550,15250,1.5,5,7,1550,0.0,98038,47.407,-122.045,1520,34929,0,95
10012,238000.0,3,1.5,1610,6132,1.0,4,7,1090,0.0,98056,47.5017,-122.174,1650,6132,0,56
6888,250000.0,3,1.0,930,6060,1.0,4,6,930,0.0,98118,47.5289,-122.28,1640,6364,0,42
14631,340000.0,3,1.0,1600,7324,1.0,4,7,1600,0.0,98056,47.5054,-122.19,1430,7249,0,57
5856,295000.0,2,1.0,750,4500,1.0,3,6,750,0.0,98122,47.607,-122.297,1540,4000,0,70
17985,540000.0,3,2.5,2180,11100,1.0,3,8,1230,0.0,98052,47.717,-122.101,1930,12000,0,32
7848,342000.0,2,1.0,740,6180,1.0,3,6,740,0.0,98118,47.5517,-122.272,1330,4635,0,67
16374,575000.0,4,2.5,3020,17810,1.0,3,9,1600,0.0,98155,47.7735,-122.281,2500,15815,0,36
5179,526000.0,3,2.25,2000,18099,1.0,4,8,1250,0.0,98006,47.5443,-122.18,2060,12000,0,37
18381,259000.0,4,1.75,1580,8856,2.0,3,7,1580,0.0,98045,47.4694,-121.745,1390,9490,0,36
2457,674250.0,4,2.5,2780,35000,1.0,4,9,2780,0.0,98072,47.7386,-122.091,2740,35072,0,30
4656,886000.0,3,2.25,2380,6000,2.0,5,9,1650,0.0,98199,47.6472,-122.393,2000,6000,0,84
11082,450000.0,3,1.75,3150,9258,1.0,3,8,2370,0.0,98027,47.5571,-122.08,2740,10274,0,45
533,160000.0,3,1.5,1010,9600,1.0,4,7,1010,0.0,98198,47.4097,-122.316,1400,9660,0,53
6842,426000.0,3,1.0,1130,9147,1.0,5,7,1130,0.0,98033,47.7006,-122.197,1930,9906,0,63
9092,675000.0,4,2.75,2670,6780,2.0,5,8,1630,0.0,98118,47.5131,-122.256,2400,5989,0,107
10860,175000.0,2,1.0,660,5000,1.0,3,6,660,0.0,98106,47.5664,-122.364,1000,5000,0,100
10044,375000.0,3,1.0,1870,7671,1.0,4,8,1720,0.0,98177,47.7162,-122.36,1460,7679,0,78
14746,285000.0,3,2.25,1840,6214,1.0,4,7,1270,0.0,98031,47.4043,-122.185,1840,6214,0,32
18398,359000.0,4,2.5,1820,11325,1.0,3,8,1390,0.0,98166,47.4574,-122.361,1990,10802,0,39
5361,220000.0,3,1.0,1060,9126,1.0,5,7,1060,0.0,98022,47.201,-121.999,1300,9126,0,59
13183,1700000.0,5,3.5,5850,22885,2.0,4,11,4670,0.0,98004,47.606,-122.211,3240,19020,0,37
1129,332500.0,3,1.5,1500,6332,1.0,3,7,1500,0.0,98125,47.7274,-122.312,1500,6337,0,62
12111,555000.0,4,2.25,2350,8140,1.0,4,8,1430,0.0,98006,47.5579,-122.129,2640,8700,0,38
17688,616750.0,3,1.5,2140,47743,1.5,3,9,2140,0.0,98106,47.5402,-122.365,1060,6016,0,37
10649,178500.0,2,1.0,930,3447,1.0,4,8,930,0.0,98198,47.3822,-122.318,1160,3447,0,37
15989,475000.0,4,3.0,2410,8284,1.0,5,7,1210,0.0,98034,47.7202,-122.22,2050,7940,0,46
15545,320000.0,5,2.5,3020,21441,1.0,4,8,1510,0.0,98042,47.3392,-122.131,1610,16445,0,37
3851,203000.0,3,2.25,1630,9145,1.0,3,7,1630,0.0,98146,47.5,-122.347,1630,9206,0,55
11076,195000.0,3,1.5,1430,5200,1.0,4,7,1030,0.0,98042,47.3644,-122.094,1190,5200,0,38
19032,340500.0,3,1.0,1770,12458,1.0,3,7,1770,0.0,98155,47.7715,-122.27,2000,8225,0,58
3836,173000.0,2,1.0,820,10450,1.0,4,7,820,0.0,98055,47.4261,-122.199,1240,11200,0,50
13876,374500.0,3,2.25,1400,11400,2.0,3,8,1400,0.0,98028,47.7428,-122.231,2180,9248,0,31
1315,548000.0,4,2.0,2100,8880,1.0,4,7,2100,0.0,98008,47.6115,-122.124,1280,9102,0,57
11705,208417.0,2,1.0,840,4200,1.0,3,5,840,0.0,98108,47.5292,-122.316,830,5000,0,77
2376,550000.0,4,3.0,2760,13113,1.0,4,8,1760,0.0,98028,47.7669,-122.268,1900,13113,0,41
18475,544000.0,3,1.5,1790,8203,1.5,3,7,1790,0.0,98116,47.5768,-122.403,1960,6047,0,105
14413,354950.0,3,1.0,970,5922,1.5,3,7,970,0.0,98125,47.719,-122.321,1730,6128,0,66
10223,440000.0,2,1.75,1300,4000,2.0,3,7,1300,0.0,98105,47.6687,-122.288,1350,4013,0,67
9278,510000.0,2,1.5,1860,5100,1.0,3,7,1060,0.0,98136,47.5573,-122.392,1710,5100,0,75
11053,650000.0,3,1.75,2920,9370,1.0,4,8,1620,0.0,98006,47.5491,-122.151,2890,9609,0,34
4592,345000.0,3,1.75,1540,6909,1.0,4,7,920,0.0,98155,47.7451,-122.313,1130,6908,0,60
12857,290000.0,2,1.0,850,6800,1.0,3,7,850,0.0,98133,47.7282,-122.337,870,6800,0,67
12440,420000.0,4,1.75,2480,60548,1.0,4,7,1600,0.0,98027,47.4722,-122.001,2390,90169,0,47
12282,345000.0,3,1.75,1090,7200,1.0,3,7,1090,0.0,98034,47.7227,-122.179,1240,7200,0,47
12690,390000.0,2,1.0,860,5160,1.0,4,7,860,0.0,98117,47.6823,-122.388,1090,5356,0,106
1753,545000.0,3,2.5,2370,9000,1.0,4,8,1570,0.0,98146,47.4922,-122.365,2120,9500,0,63
3079,228000.0,2,1.0,1060,6100,1.0,3,6,1060,0.0,98125,47.7317,-122.296,1550,9150,0,64
16277,750000.0,3,1.75,2770,15232,1.0,3,8,1570,0.0,98006,47.5706,-122.16,2340,11400,0,39
11184,209000.0,3,1.0,1330,6900,1.0,3,7,1330,0.0,98023,47.3033,-122.381,1530,7000,0,39
15139,225000.0,3,1.5,1660,7221,1.0,3,7,980,0.0,98168,47.4962,-122.32,1770,8083,0,53
7282,390000.0,3,2.0,1510,10827,2.0,3,7,1510,0.0,98052,47.654,-122.127,1900,10908,0,31
15900,325000.0,2,1.0,1070,5080,1.0,5,6,1070,0.0,98106,47.5224,-122.35,900,5080,0,73
11248,865000.0,6,2.75,3500,5150,2.0,5,8,2430,0.0,98117,47.6842,-122.363,1430,3860,0,106
